Id	PartPath	ChildType	ChildValue	InfluenceFactors	ExpectValues	DisplayName	RejectParts	AssociateFabricPart	IsDoubleSide	MetarialName1	MetarialName2	ColorPart	IsGlobalMetarial	IsMountPoint	IsDecorate	IsDefault	IsValid	SampleImage	HotPoint	HotPointRotation	HotPointHides	ViewPoint	ViewPointRotation	Weight	Instruction	IsObsolete	ModelSize
1757	/Shirt/b_xiuzi/b_changxiu/b_changxiukou/yuanjiaojieyingtiezhidai_007_001/yuanjiaojieyingtiezhidai_007_002	1				圆角介英贴织带			0	xiukou01	xiukou02	1	0	0	0	0	0									0	cuff_long_length_shirt
1182	/Shirt/b_xiuzi/b_changxiu/b_youchangxiu	0		1185					0			1	0	1	0	1	1									0	
1183	/Shirt/b_xiuzi/b_changxiu/b_youchangxiu/changxiu002	3			2	长袖		1184	0	xiuzi01		1	0	0	0	1	1	PS016/changxiu.png						0.33		1	sleeve_long_length_shirt
1184	/Shirt/b_xiuzi/b_changxiu/b_youchangxiu/changxiu001	1				长袖		1183	0	xiuzi01		1	0	0	0	1	1	PS016/changxiu.png						0.33		0	sleeve_long_length_shirt
1186	/Shirt/b_xiuzi/b_changxiu/b_youchangxiu/changxiuxiudai002	3			1	长袖袖带			0	xiuzi01	xiudai01	1	0	0	0	1	1	PS015/changxiuxiudai.jpg						0.003		0	
1185	/Shirt/b_xiuzi/b_changxiu/b_changxiuxiudai	1							0			0	0	1	0	0	1									0	
1719	/Shirt/b_xiuzi/b_changxiu/b_changxiuxiudai/b_youxiudai	0	1									0		1												1	
1720	/Shirt/b_xiuzi/b_changxiu/b_changxiuxiudai/b_wuxiudai	0	2									0		1												0	
1071	/Shirt/b_jiaoca	1		1275		脚贴设计			0			1	0	1	0	1	1									0	
1745	/Shirt/b_jiaoca/b_pingjiaojiaoca	3			2							1		1			1										
1216	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_pingqijiaoca	0				平齐脚叉			0			1	0	1	0	0	1									0	
1734	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_pingqijiaoca/b_ceguqianfu	1		1275|1709	2							1		1													
1219	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_pingqijiaoca/b_ceguqianfu/pingqijiaoca_qianfu_pogu	3			1|1	平齐脚叉			0	quanfubujian		1	0	0	0	0	1							0.001		1	
1220	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_pingqijiaoca/b_ceguqianfu/pingqijiaoca_qianfu	3			1|0	平齐脚叉			0	qianfu01		1	0	0	0	0	1							0.001		1	
1221	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_pingqijiaoca/b_ceguqianfu/pingqijiaoca_qianfu_pingjiao_pogu	3			2|1	平齐脚叉			0	quanfubujian		1	0	0	0	0	1							0.001		1	
1222	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_pingqijiaoca/b_ceguqianfu/pingqijiaoca_qianfu_pingjiao	3			2|0	平齐脚叉			0	qianfu01		1	0	0	0	0	1							0.001		1	
1735	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_pingqijiaoca/b_ceguhoufu	1		1275|1709	2							1		1													
1223	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_pingqijiaoca/b_ceguhoufu/pingqijiaoca_houfu_pogu	3			1|1	平齐脚叉			0	houfu02		1	0	0	0	0	1							0.001		1	
1224	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_pingqijiaoca/b_ceguhoufu/pingqijiaoca_houfu_pingjiao_pogu	3			2|1	平齐脚叉			0	houfu02		1	0	0	0	0	1							0.001		1	
1225	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_pingqijiaoca/b_ceguhoufu/pingqijiaoca_houfu_pingjiao	3			2|0	平齐脚叉			0	houfu01		1	0	0	0	0	1							0.001		1	
1226	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_pingqijiaoca/b_ceguhoufu/pingqijiaoca_houfu	3			1|0	平齐脚叉			0	houfu01		1	0	0	0	0	1							0.001		1	
1227	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_chongdieca	0				重叠叉			0			1	0	1	0	0	1									0	
1736	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_chongdieca/b_ceguqianfu	1		1275|1709								1		1													
1230	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_chongdieca/b_ceguqianfu/chongdieca_qianfu_pogu	3			1|1	重叠叉			0	qianfubujian		1	0	0	0	0	1							0.001		1	
1231	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_chongdieca/b_ceguqianfu/chongdieca_qianfu	3			1|0	重叠叉			0	qianfu01		1	0	0	0	0	1							0.001		1	
1232	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_chongdieca/b_ceguqianfu/chongdieca_qianfu_pingjiao_pogu	3			2|1	重叠叉			0	qianfubujian		1	0	0	0	0	1							0.001		1	
1233	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_chongdieca/b_ceguqianfu/chongdieca_qianfu_pingjiao	3			2|0	重叠叉			0	qianfu01		1	0	0	0	0	1							0.001		1	
1737	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_chongdieca/b_ceguhoufu	1		1275|1709								1		1													
1234	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_chongdieca/b_ceguhoufu/chongdieca_houfu_pogu	3			1|1	重叠叉			0	houfu02		1	0	0	0	0	1							0.001		1	
1235	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_chongdieca/b_ceguhoufu/chongdieca_houfu_pingjiao_pogu	3			2|1	重叠叉			0	houfu02		1	0	0	0	0	1							0.001		1	
1236	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_chongdieca/b_ceguhoufu/chongdieca_houfu_pingjiao	3			2|0	重叠叉			0	houfu01		1	0	0	0	0	1							0.001		1	
1237	/Shirt/b_jiaoca/b_pingjiaojiaoca/b_chongdieca/b_ceguhoufu/chongdieca_houfu	3			1|0	重叠叉			0	houfu01		1	0	0	0	0	1							0.001		1	
1744	/Shirt/b_jiaoca/b_yuanjiaojiaoca	3			1							1		1			1										
1194	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_cegu	1				标准侧骨			0			1	0	1	0	0	1									0	
1730	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_cegu/b_ceguqianfu	1		1275|1709								1		1													
1196	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_cegu/b_ceguqianfu/cegu_qianfu_pingjiao	3			2|0	标准侧谷				qianfu01		1	0	0	0	0	1									1	
1197	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_cegu/b_ceguqianfu/cegu_qianfupogu	3			1|1	标准侧谷				qianfubujian		1	0	0	0	0	1									1	
1198	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_cegu/b_ceguqianfu/cegu_qianfu_pingjiao_pogu	3			2|1	标准侧谷				qianfubujian		1	0	0	0	0	1									1	
1199	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_cegu/b_ceguqianfu/cegu_qianfu	3			1|0	标准侧谷		1273		qianfu01		1	0	0	0	1	1									1	
1731	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_cegu/b_ceguhoufu	1		1275|1709								1		1													
1201	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_cegu/b_ceguhoufu/cegu_houfu_pogu	3			1|1	标准侧谷				houfu02		1	0	0	0	0	1									1	
1202	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_cegu/b_ceguhoufu/cegu_houfu_pingjiao_pogu	3			2|1	标准侧谷				houfu02		1	0	0	0	0	1									1	
1203	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_cegu/b_ceguhoufu/cegu_houfu_pingjiao	3			2|0	标准侧谷				houfu01		1	0	0	0	0	1									1	
1204	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_cegu/b_ceguhoufu/cegu_houfu	3			1|0	标准侧谷		1014		houfu01		1	0	0	0	1	1									1	
1205	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_yazhang	2				鸭掌			0			1	0	1	0	0	1	PS010/yazhang.png								0	
1732	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_yazhang/b_ceguhoufu	1		1275|1709								1		1													
1212	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_yazhang/b_ceguhoufu/yazhang_houfu_pogu	3			1|1	鸭掌			0	houfu02		1	0	0	0	1	1	PS010/yazhang.png						0.001		1	
1213	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_yazhang/b_ceguhoufu/yazhang_houfu_pingjiao_pogu	3			2|1	鸭掌			0	houfu02		1	0	0	0	1	1	PS010/yazhang.png						0.001		1	
1214	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_yazhang/b_ceguhoufu/yazhang_houfu_pingjiao	3			2|0	鸭掌			0	houfu01		1	0	0	0	1	1	PS010/yazhang.png						0.001		1	
1215	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_yazhang/b_ceguhoufu/yazhang_houfu	3			1|0	鸭掌			0	houfu01		1	0	0	0	1	1	PS010/yazhang.png						0.001		1	
1733	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_yazhang/b_ceguqianfu	1		1275|1709								1		1													
1207	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_yazhang/b_ceguqianfu/yazhang_qianfu_pogu	3			1|1	鸭掌			0	quanfubujian	jiaotie	1	0	0	0	1	1	PS010/yazhang.png						0.001		1	
1208	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_yazhang/b_ceguqianfu/yazhang_qianfu	3			1|0	鸭掌			0	qianfu01		1	0	0	0	1	1	PS010/yazhang.png						0.001		1	
1209	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_yazhang/b_ceguqianfu/yazhang_qianfu_pingjiao_pogu	3			2|1	鸭掌			0	quanfubujian	jiaotie	1	0	0	0	1	1	PS010/yazhang.png						0.001		1	
1210	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_yazhang/b_ceguqianfu/yazhang_qianfu_pingjiao	3			2|0	鸭掌			0	qianfu01		1	0	0	0	1	1	PS010/yazhang.png						0.001		1	
1188	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_baojiantoujiaotie	0		1275		车宝剑头			0			1	0	1	0	0	1	PS010/baojiantoujiaotie.png								0	
1075	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_baojiantoujiaotie/baojiantoujiaotie	3			1	车宝剑头			0	jiaotie		1	0	0	0	0	1	PS010/baojiantoujiaotie.png						0.001		1	
1189	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_baojiantoujiaotie/baojiantoujiaotie_pingjiao	3			2	车宝剑头			0	jiaotie		1	0	0	0	0	1							0.001		1	
1190	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_ceguche1CMjiaotie	0		1275		扁条脚贴			0			1	0	1	0	0	1	PS010/ceguche1CMjiaotie.png								0	
1074	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_ceguche1CMjiaotie/ceguche1CMjiaotie	3			1	扁条脚贴			0	jiaotie		1	0	0	0	0	1	PS010/ceguche1CMjiaotie.png						0.001		1	
1191	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_ceguche1CMjiaotie/ceguche1CMjiaotie_pingjiao	3			2	扁条脚贴			0	jiaotie		1	0	0	0	0	1							0.001		1	
1192	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_sanjiaoxingjiaotie	0		1275		三角形脚贴			0			1	0	1	0	0	1	PS010/sanjiaoxingjiaotie.png								0	
1073	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_sanjiaoxingjiaotie/sanjiaoxingjiaotie	3			1	三角形脚贴			0	jiaotie		1	0	0	0	0	1	PS010/sanjiaoxingjiaotie.png						0.001		1	
1193	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_sanjiaoxingjiaotie/sanjiaoxingjiaotie_pingjiao	3			2	三角形脚贴			0	jiaotie		1	0	0	0	0	1							0.001		1	
1743	/Shirt/b_jiaoca/b_yuanjiaojiaoca/b_wujiaotie	0							0			0		1	0	1	1									0	
1101	/Shirt/b_koudai	1							0			1	0	1	0	1	1									0	
1084	/Shirt/b_koudai/b_zoukoudai	1				左口袋设计			0			1	0	1	0	1	1		-0.1058,0.101,0.0976	0,163.1296,0		-0.08,0.13,0.64	4.000001,182,-1.337279E-08			0	
1085	/Shirt/b_koudai/b_zoukoudai/b_meikoudai002	0				无口袋			0			0	0	1	0	1	1	PS004/NO_PS004.png						0.003	无口袋，简洁大方	0	
1115	/Shirt/b_koudai/b_zoukoudai/danchundai002	0				单唇袋	1269|1281|1255|1243|1248|1268|1242|1247|1240|1245|1241|1246			koudai		1	0	0	0	0	0	PS004/danchundai.png						0.003		0	
1116	/Shirt/b_koudai/b_zoukoudai/fangjiaodai002	0				方角袋	1281|1255|1268|1269			koudai		1	0	0	0	0	0	PS004/fangjiaodai.png						0.003	休闲设计，显得更加轻松自在。	0	
1114	/Shirt/b_koudai/b_zoukoudai/liujiaodai002	0				六角袋	1281|1255|1269|1268			koudai		1	0	0	0	0	1	PS004/liujiaodai.png						0.003	六角袋，休闲设计	1	
1117	/Shirt/b_koudai/b_zoukoudai/sanjiandai002	0				三尖袋	1281|1255|1268|1269			koudai		1	0	0	0	0	1	PS004/sanjiandai.png						0.003	三尖袋，休闲设计	1	
1118	/Shirt/b_koudai/b_zoukoudai/yuanjiaodai002	0				园角袋	1281|1255|1268|1269			koudai		1	0	0	0	0	1	PS004/yuanjiaodai.png						0.003	圆角袋，经典设计	1	
1239	/Shirt/b_koudai/b_zoukoudai/jiadanchundai001	0				假单唇袋	1277|1276|1255|1281|1056|1270|1269|1268			koudai	0	1	0	0	0	0	0	PS004/danchundai.png						0.003		0	
1752	/Shirt/b_koudai/b_zoukoudai/danchundaitiezhidai_003	0				单唇袋贴织带	1269|1281|1255|1241|1246|1243|1248|1268|1242|1247|1240|1245		0	koudai		1	0	0	0	0	0									1	
1755	/Shirt/b_koudai/b_zoukoudai/yuanjiaodaisanjiandaikou_007	0				圆角袋三尖袋口	1281|1255|1268|1269		0	koudai		1	0	0	0	0	0									1	
1092	/Shirt/b_koudai/b_youkoudai	1				右口袋设计			0			1	0	1	0	1	0									0	
1093	/Shirt/b_koudai/b_youkoudai/b_meikoudai001	0				无口袋			0			0	0	1	0	1	1	PS004/NO_PS004.png						0.003	无口袋，简洁大方	0	
1120	/Shirt/b_koudai/b_youkoudai/danchundai001	0				单唇袋	1269|1281|1255|1243|1248|1268|1242|1247|1240|1245|1241|1246			koudai		1	0	0	0	0	0	PS004/danchundai.png						0.003		0	
1121	/Shirt/b_koudai/b_youkoudai/fangjiaodai001	0				方角袋	1281|1255|1268|1269			koudai		1	0	0	0	0	0	PS004/fangjiaodai.png						0.003	休闲设计，显得更加轻松自在。	0	
1119	/Shirt/b_koudai/b_youkoudai/liujiaodai001	0				六角袋	1281|1255|1269|1268			koudai		1	0	0	0	0	1	PS004/liujiaodai.png						0.003	六角袋，休闲设计	1	
1122	/Shirt/b_koudai/b_youkoudai/sanjiandai001	0				三尖袋	1281|1255|1268|1269			koudai		1	0	0	0	0	1	PS004/sanjiandai.png						0.003	三尖袋，休闲设计	1	
1123	/Shirt/b_koudai/b_youkoudai/yuanjiaodai001	0				园角袋	1281|1255|1268|1269			koudai		1	0	0	0	0	1	PS004/yuanjiaodai.png						0.003	圆角袋，经典设计	1	
1238	/Shirt/b_koudai/b_youkoudai/jiadanchundai002	0				假单唇袋	1277|1276|1255|1281|1056|1270|1269|1268		0	koudai		1	0	0	0	0	0	PS004/danchundai.png						0.003		0	
1076	/Shirt/b_logo	1				内担干贴设计			0			1	0	1	0	1	1				1083					0	
1082	/Shirt/b_logo/b_meineijiantie	0				无内肩贴			0			0	0	1	0	1	1	PS014/NO_PS014.jpg						0.001		0	
1077	/Shirt/b_logo/banyuanguibei	0				半圆龟背			0	logo		1	0	0	0	0	1	PS014/banyuanguibei.png						0.001		1	
1078	/Shirt/b_logo/baojiantie	0				宝剑贴			0	logo		1	0	0	0	0	1	PS014/baojiantie.png						0.001		1	
1079	/Shirt/b_logo/sanjiaotie	0				三角贴			0	logo		1	0	0	0	0	1	PS014/sanjiaotie.png						0.001		1	
1080	/Shirt/b_logo/sifangtie	0				四方贴			0	logo		1	0	0	0	0	1	PS014/sifangtie.png						0.001		1	
1081	/Shirt/b_logo/tixingguibei	0				梯形龟背			0	logo		1	0	0	0	0	1	PS014/tixingguibei.png						0.001		1	
1283	/Shirt/b_daigai	1							0			1	0	1	0	1	1									0	
1284	/Shirt/b_daigai/b_zoudaigai	1				左口袋设计			0			1	0	1	0	1	1									0	
1285	/Shirt/b_daigai/b_zoudaigai/b_meidaigai002	2				无袋盖			0			0	0	1	0	1	1	PS004/NO_PS004.png						0.003		0	
1240	/Shirt/b_daigai/b_zoudaigai/fangjiaodaigai002	0				方角袋盖	1269|1281|1255|1268|1115|1120		1	koudaigai01	koudaigai02	1	0	0	0	0	1	PS005/fangjiaodaigai.png								1	
1241	/Shirt/b_daigai/b_zoudaigai/liujiaodaigai002	0				六角袋盖	1269|1281|1255|1268|1115|1120		1	koudaigai01	koudaigai02	1	0	0	0	0	1	PS005/liujiaodaigai.png								1	
1242	/Shirt/b_daigai/b_zoudaigai/sanjiandaigai002	0				三尖袋盖	1269|1281|1255|1268|1115|1120		1	koudaigai01	koudaigai02	1	0	0	0	0	1	PS005/sanjiandaigai.png								1	
1243	/Shirt/b_daigai/b_zoudaigai/yuanjiaodaigai002	0				园角袋	1281|1255|1269|1268|1115|1120		1	koudaigai01	koudaigai02	1	0	0	0	0	1	PS004/yuanjiaodai.png								1	
1244	/Shirt/b_daigai/b_zoudaigai/niukou04	1			1				0	niukou		0	0	0	0	0	1									1	
1286	/Shirt/b_daigai/b_youdaigai	1				右口袋设计			0			1	0	1	0	1	1									0	
1287	/Shirt/b_daigai/b_youdaigai/b_meidaigai001	2				无袋盖			0			0	0	1	0	1	1	PS004/NO_PS004.png						0.003		0	
1245	/Shirt/b_daigai/b_youdaigai/fangjiaodaigai001	0				方角袋盖	1269|1281|1255|1268|1115|1120		1	koudaigai01	koudaigai02	1	0	0	0	0	1	PS005/fangjiaodaigai.png								1	
1246	/Shirt/b_daigai/b_youdaigai/liujiaodaigai001	0				六角袋盖	1269|1281|1255|1268|1115|1120		1	koudaigai01	koudaigai02	1	0	0	0	0	1	PS005/liujiaodaigai.png								1	
1247	/Shirt/b_daigai/b_youdaigai/sanjiandaigai001	0				三尖袋盖	1269|1281|1255|1268|1115|1120		1	koudaigai01	koudaigai02	1	0	0	0	0	1	PS005/sanjiandaigai.png								1	
1248	/Shirt/b_daigai/b_youdaigai/yuanjiaodaigai001	0				园角袋	1281|1255|1269|1268|1115|1120		1	koudaigai01	koudaigai02	1	0	0	0	0	1	PS004/yuanjiaodai.png								1	
1249	/Shirt/b_daigai/b_youdaigai/niukou03	1							0	niukou		0	0	0	0	0	1									1	
1083	/Shirt/jiazi	1							0	jiazi01	jiazi02	1	0	0	1	1	1							0		0	
