Id	Chapter	CacheType	ResId	Assets	AssetNames	Links
316	2	monster	1005	1118;1894;1920;1471;1921;1704;1496;1475;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjspear_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_tlpm_tuci_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_02.prefab;	2;
317	2	monster	1006	1118;1894;1920;1471;1921;1704;1496;1475;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjspear_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_tlpm_tuci_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_02.prefab;	2;
318	2	monster	2001	1118;1894;1920;1471;1921;1704;1496;1475;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjspear_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_tlpm_tuci_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_02.prefab;	2;
319	2	monster	2002	1118;1894;1920;1471;1921;1704;1496;1475;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjspear_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_tlpm_tuci_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_02.prefab;	2;
320	2	monster	2003	1118;1894;1920;1471;1921;1704;1496;1475;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjspear_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_tlpm_tuci_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_02.prefab;	2;
321	2	monster	2004	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
322	2	monster	2005	1118;1894;1920;1471;1921;1704;1496;1475;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjspear_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_tlpm_tuci_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_02.prefab;	2;
323	2	monster	2006	1118;1894;1920;1471;1921;1704;1496;1475;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjspear_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_tlpm_tuci_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_02.prefab;	2;
324	2	monster	2007	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
325	2	monster	3001	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
326	2	monster	3002	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
327	2	monster	3003	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
328	2	monster	3004	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
329	2	monster	3005	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
330	2	monster	3006	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
331	2	monster	3007	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
332	2	monster	3008			2;
333	2	monster	3009			2;
334	2	monster	3010			2;
335	2	monster	3011			2;
336	2	monster	3012			2;
337	2	monster	3013			2;
338	2	monster	3014			2;
339	2	monster	3015			2;
340	2	monster	3016			2;
341	2	monster	3017			2;
342	2	level_obj	1024	1792;1769;1797;1776;1798;1786;	assets/resources/monster_fx/public/gold.prefab;assets/resources/monster_fx/public/6_public_gold_02.prefab;assets/resources/monster_fx/public/health.prefab;assets/resources/monster_fx/public/6_public_hp_02.prefab;assets/resources/monster_fx/public/mana.prefab;assets/resources/monster_fx/public/6_public_mp_02.prefab;	
343	2	level	1025	523;	assets/scenes/mapdata_1022/tlpm_05.unity;	344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;
344	2	monster	1001	1104;1463;1461;1894;1920;1470;1921;1704;1466;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjblade_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_gedang_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_gedangbaodian_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_01_02.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_01_01.prefab;	2;
345	2	monster	1002	1104;1463;1461;1894;1920;1470;1921;1704;1466;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjblade_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_gedang_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_gedangbaodian_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_01_02.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_01_01.prefab;	2;
346	2	monster	1003	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
347	2	monster	1004	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
348	2	monster	1005	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
349	2	monster	1006	1118;1894;1920;1471;1921;1704;1496;1475;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjspear_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_tlpm_tuci_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_02.prefab;	2;
350	2	monster	1007	1118;1894;1920;1471;1921;1704;1496;1475;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjspear_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_tlpm_tuci_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_02.prefab;	2;
351	2	monster	2001	1104;1463;1461;1894;1920;1470;1921;1704;1466;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjblade_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_gedang_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_gedangbaodian_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_01_02.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_01_01.prefab;	2;
352	2	monster	2002	1104;1463;1461;1894;1920;1470;1921;1704;1466;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjblade_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_gedang_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_gedangbaodian_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_01_02.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_01_01.prefab;	2;
353	2	monster	2003	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
354	2	monster	2004	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
355	2	monster	2005	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
356	2	monster	2006	1118;1894;1920;1471;1921;1704;1496;1475;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjspear_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_tlpm_tuci_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_02.prefab;	2;
357	2	monster	2007	1118;1894;1920;1471;1921;1704;1496;1475;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjspear_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_tlpm_tuci_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_02.prefab;	2;
358	2	monster	3001	1118;1894;1920;1471;1921;1704;1496;1475;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjspear_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_tlpm_tuci_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_02.prefab;	2;
359	2	monster	3002	1104;1463;1461;1894;1920;1470;1921;1704;1466;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjblade_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_gedang_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_gedangbaodian_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_01_02.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_01_01.prefab;	2;
360	2	monster	3003	1104;1463;1461;1894;1920;1470;1921;1704;1466;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjblade_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_gedang_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_gedangbaodian_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_01_02.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_01_01.prefab;	2;
361	2	monster	3004	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
362	2	monster	3005	1118;1894;1920;1471;1921;1704;1496;1475;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjspear_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_tlpm_tuci_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_02.prefab;	2;
363	2	monster	3006	1118;1894;1920;1471;1921;1704;1496;1475;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjspear_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_tlpm_tuci_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_02.prefab;	2;
364	2	monster	3007	1118;1894;1920;1471;1921;1704;1496;1475;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjspear_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_tlpm_tuci_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_02.prefab;	2;
365	2	monster	3008	1118;1894;1920;1471;1921;1704;1496;1475;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjspear_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_tlpm_tuci_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_02.prefab;	2;
366	2	level_obj	1025	1792;1769;1797;1776;1798;1786;	assets/resources/monster_fx/public/gold.prefab;assets/resources/monster_fx/public/6_public_gold_02.prefab;assets/resources/monster_fx/public/health.prefab;assets/resources/monster_fx/public/6_public_hp_02.prefab;assets/resources/monster_fx/public/mana.prefab;assets/resources/monster_fx/public/6_public_mp_02.prefab;	
367	2	level	1026	565;	assets/scenes/mapdata_1023/tlpm_boss_01.unity;	368;369;370;371;372;373;374;375;
368	2	monster	1001	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
369	2	monster	1002	1110;1894;1920;1476;1921;1117;1927;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_flywheel_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster/campaign_desert/02_swj/5_mon_swjflywheel_01_w_01.prefab;assets/resources/sound/npc/guaiwu_touzhida_01.wav;	2;
370	2	monster	1003	1118;1894;1920;1471;1921;1704;1496;1475;	assets/resources/monster/campaign_desert/02_swj/5_mon_swjspear_01.prefab;assets/resources/sound/npc/mon.prefab;assets/resources/sound/npc/guaiwu_huiwuzhong_01.wav;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_01.prefab;assets/resources/sound/npc/guaiwu_jizhong_tongyong_01.wav;assets/resources/monster_fx/campaign_wild/public/6_mon_baodian_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_tlpm_tuci_01.prefab;assets/resources/monster_fx/campaign_desert/01_tlpmarmy/6_mon_swj_daoguang_02_02.prefab;	2;
